"oem","model","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","features_sensors","platform_os"
"Motorola","Moto G Stylus",2020,"2020","158.6 x 75.8 x 9.2 mm (6.24 x 2.98 x 0.36 in)",192,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","6.4 inches","1080 x 2300 pixels (~399 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Android 10"
"Motorola","Moto G Power",2020,"2020","159.9 x 75.8 x 9.6 mm (6.30 x 2.98 x 0.38 in)",199,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","6.4 inches","1080 x 2300 pixels (~399 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Android 10"
"Motorola","Moto G8 Power",2020,"2020","156 x 75.8 x 9.6 mm (6.14 x 2.98 x 0.38 in)",197,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches","1080 x 2300 pixels (~399 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Android 10"
"Motorola","One Hyper",2019,"2020","161.8 x 76.6 x 8.9 mm (6.37 x 3.02 x 0.35 in)",210,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Motorola","Razr 2019",2019,"2020","Unfolded: 172 x 72 x 6.9 mmFolded: 94 x 72 x 14mm",205,"eSIM","Foldable P-OLED capacitive touchscreen, 16M colors","6.2 inches","876 x 2142 pixels (~373 ppi density)","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","Moto G8 Play",2019,"2019","157.6 x 75.4 x 9 mm (6.20 x 2.97 x 0.35 in)",183.6,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Android 9.0 (Pie)"
"Motorola","Moto E6 Play",2019,"2019","146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in)",140,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 9.0 (Pie)"
"Motorola","Moto G8 Plus",2019,"2019","158.4 x 75.8 x 9.1 mm (6.24 x 2.98 x 0.36 in)",188,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","One Macro",2019,"2019","157.6 x 75.4 x 9 mm (6.20 x 2.97 x 0.35 in)",186,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Android 9.0 (Pie)"
"Motorola","Moto E6 Plus",2019,"2019","155.6 x 73.1 x 8.6 mm (6.13 x 2.88 x 0.34 in)",149.7,"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 9.0 (Pie)"
"Motorola","One Zoom",2019,"2019","158 x 75 x 8.8 mm (6.22 x 2.95 x 0.35 in)",190,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","One Action",2019,"2019","160.1 x 71.2 x 9.2 mm (6.30 x 2.80 x 0.36 in)",176,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches","1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","Moto E6",2019,"2019","149.7 x 72.3 x 8.6 mm (5.89 x 2.85 x 0.34 in)",159,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches","720 x 1440 pixels, 18:9 ratio (~296 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie)"
"Motorola","Moto Z4",2019,"2019","158 x 75 x 7.4 mm (6.22 x 2.95 x 0.29 in)",165,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.4 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","One Vision",2019,"2019","160.1 x 71.2 x 8.7 mm (6.30 x 2.80 x 0.34 in)",180,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches","1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","XOOM MZ604",2011,NA,"249.1 x 167.8 x 12.9 mm (9.81 x 6.61 x 0.51 in)",730,NA,"TFT capacitive touchscreen, 16M colors","10.1 inches","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass","Android 3.0 (Honeycomb)"
"Motorola","XOOM MZ601",2011,NA,"249.1 x 167.8 x 12.9 mm (9.81 x 6.61 x 0.51 in)",730,"Mini-SIM","TFT capacitive touchscreen, 16M colors","10.1 inches","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass","Android 3.0 (Honeycomb)"
"Motorola","QUENCH",2010,NA,"116.8 x 60 x 12.4 mm (4.60 x 2.36 x 0.49 in)",130,"Mini-SIM","TFT capacitive touchscreen, 65K colors","3.1 inches","320 x 480 pixels, 3:2 ratio (~186 ppi density)","Accelerometer, proximity, compass","Android 1.5 (Cupcake)"
"Motorola","XT701",2009,NA,"116 x 60.9 x 10.9 mm (4.57 x 2.40 x 0.43 in)",140,"Mini-SIM","TFT capacitive touchscreen, 16M colors","3.7 inches","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Accelerometer, proximity, compass","Android 2.0 (Eclair)"
"Motorola","A910",2005,NA,"93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)",127,"Mini-SIM","TFT, 256K colors",NA,"240 x 320 pixels, 4:3 ratio","V1","Linux"
"Motorola","E895",2005,NA,"93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)",127,"Mini-SIM","TFT, 256K colors","2.2 inches","240 x 320 pixels, 4:3 ratio (~182 ppi density)","V1","Linux"
"Motorola","E1060",2005,NA,"107 x 53 x 21 mm (4.21 x 2.09 x 0.83 in)",125,"Mini-SIM","TFT, 256K colors",NA,"320 x 240 pixels, 4:3 ratio","V1",NA
"Motorola","C168",2005,NA,"104.4 x 46 x 14 mm, 63 cc (4.11 x 1.81 x 0.55 in)",77,"Mini-SIM","CSTN, 4096 colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Motorola","E680i",2005,NA,"109 x 53.8 x 20.5 mm, 105 cc (4.29 x 2.12 x 0.81 in)",133,"Mini-SIM","TFT resistive touchscreen, 65K colors","2.5 inches","240 x 320 pixels, 4:3 ratio (~160 ppi density)","V1","Linux"
"Motorola","V560",2005,NA,"V1",NA,"Mini-SIM","V1",NA,NA,"V1",NA
"Motorola","V186",2005,NA,"86.5 x 44.5 x 25 mm (3.41 x 1.75 x 0.98 in)",92,"Mini-SIM","CSTN, 65K colors",NA,"128 x 128 pixels, 1:1 ratio","V1",NA
"Motorola","V176",2005,NA,"V1",NA,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"Motorola","C980",2004,NA,"114 x 53 x 24.5 mm (4.49 x 2.09 x 0.96 in)",139,"Mini-SIM","TFT, 65K colors","1.9 inches","176 x 220 pixels (~148 ppi density)","V1",NA
"Motorola","A780",2004,NA,"106 x 53 x 24 mm, 106 cc (4.17 x 2.09 x 0.94 in)",141,"Mini-SIM","TFT resistive touchscreen, 65K colors","2.5 inches","240 x 320 pixels, 4:3 ratio (~160 ppi density)","V1","Linux"
"Motorola","C975",2004,NA,"114 x 53 x 24 mm, 112 cc (4.49 x 2.09 x 0.94 in)",139,"Mini-SIM","TFT, 65K colors","1.9 inches","176 x 220 pixels (~148 ppi density)","V1",NA
"Motorola","V555",2004,NA,"89 x 49 x 25 mm (3.50 x 1.93 x 0.98 in)",120,"Mini-SIM","TFT, 65K colors",NA,"176 x 220 pixels, 8 lines","V1",NA
"Motorola","A840",2004,NA,"94 x 49 x 24 mm (3.70 x 1.93 x 0.94 in)",115,"Mini-SIM","TFT, 256K colors","2.2 inches","176 x 220 pixels (~128 ppi density)","V1",NA
"Motorola","E398",2004,NA,"108 x 46 x 21 mm (4.25 x 1.81 x 0.83 in)",108,"Mini-SIM","TFT, 65K colors","1.9 inches","176 x 220 pixels, 8 lines (~148 ppi density)","V1",NA
"Motorola","MPx",2004,NA,"99.7 x 61.2 x 24 mm, 140 cc (3.93 x 2.41 x 0.94 in)",174,"Mini-SIM","TFT resistive touchscreen, 65k colors","2.8 inches","240 x 320 pixels, 4:3 ratio (~143 ppi density)","V1","Microsoft PocketPC 2003 SE"
"Motorola","MPx100",2004,NA,"114 x 50 x 22 mm, 106 cc (4.49 x 1.97 x 0.87 in)",130,"Mini-SIM","TFT, 65k colors",NA,"176 x 220 pixels, 9 lines","V1","Microsoft Smartphone 2003"
"Motorola","V872",2004,NA,"87 x 46 x 21.8 mm, 85 cc (3.43 x 1.81 x 0.86 in)",90,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"Motorola","V878",2003,NA,"82 x 42 x 21.5 mm (3.23 x 1.65 x 0.85 in)",85,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"Motorola","A925",2003,NA,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",210,"Mini-SIM","TFT resistive touchscreen, 65K colors",NA,"208 x 320 pixels, 3:2 ratio","V1","Symbian 7.0"
"Motorola","A920",2003,NA,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",212,"Mini-SIM","TFT resistive touchscreen, 65K colors",NA,"208 x 320 pixels, 3:2 ratio","V1","Symbian 7.0"
"Motorola","V690",2003,NA,"90 x 47 x 23 mm, 80 cc (3.54 x 1.85 x 0.91 in)",93,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels, 9 lines","V1",NA
"Motorola","A835",2003,NA,"135 x 58.2 x 24.2 mm, 134 cc (5.31 x 2.29 x 0.95 in)",157,"Mini-SIM","TFT, 65K colors",NA,"176 x 220 pixels","V1",NA
"Motorola","T725",2003,NA,"90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in)",100,"Mini-SIM","CSTN, 4096 colors",NA,"120 x 160 pixels, 9 lines, 4:3 ratio","V1",NA
"Motorola","T720i",2002,NA,"90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in)",100,"Mini-SIM","CSTN, 4096 colors",NA,"120 x 160 pixels, 9 lines, 4:3 ratio","V1",NA
"Motorola","T720",2002,NA,"90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in)",100,"Mini-SIM","CSTN, 4096 colors",NA,"120 x 160 pixels, 9 lines, 4:3 ratio","V1",NA
"Motorola","V70",2002,NA,"94 x 38 x 18 mm (3.70 x 1.50 x 0.71 in)",83,"Mini-SIM","Monochrome graphic",NA,"96 x 64 pixels, 3 lines + prompts, 3:2 ratio","V1",NA
"Motorola","C336",2002,NA,"102 x 46 x 19 mm, 73 cc (4.02 x 1.81 x 0.75 in)",80,"Mini-SIM","Grayscale graphic",NA,"98 x 64 pixels, 5 lines, 3:2 ratio","V1",NA
"Motorola","C332",2002,NA,"107 x 46 x 22 mm (4.21 x 1.81 x 0.87 in)",84,"Mini-SIM","Grayscale graphic",NA,"98 x 64 pixels, 5 lines, 3:2 ratio","V1",NA
"Motorola","C331",2002,NA,"101 x 48 x 21 mm (3.98 x 1.89 x 0.83 in)",83,"Mini-SIM","Grayscale graphic",NA,"98 x 64 pixels, 5 lines, 3:2 ratio","V1",NA
"Motorola","V60i",2002,NA,"87 x 45 x 24 mm, 73 cc (3.43 x 1.77 x 0.94 in)",103,"Mini-SIM","Monochrome graphic",NA,"96 x 64 pixels, 3:2 ratio","V1",NA
"Motorola","Accompli 388",2002,NA,"98 x 58 x 24 mm (3.86 x 2.28 x 0.94 in)",130,"Mini-SIM","Monochrome graphic",NA,"320 x 240 pixels, 8 lines, 4:3 ratio","V1",NA
"Motorola","V60",2001,NA,"87 x 45 x 24 mm, 73 cc (3.43 x 1.77 x 0.94 in)",109,"Mini-SIM","Monochrome graphic",NA,"96 x 64 pixels, 3:2 ratio","V1",NA
"Motorola","Accompli 008",2002,NA,"98 x 60 x 28 mm (3.86 x 2.36 x 1.10 in)",155,"Mini-SIM","Monochrome graphics, resistive touchscreen",NA,"320 x 240 pixels, 8 lines, 4:3 ratio","V1",NA
"Motorola","Timeport 280",2001,NA,"125 x 49 x 24 mm, 98 cc (4.92 x 1.93 x 0.94 in)",109,"Mini-SIM","Monochrome graphic, Optimax",NA,"128 x 100 pixels, 7 lines x 16 chars","V1",NA
"Motorola","V.box(V100)",2000,NA,"83 x 44 x 25 mm (3.27 x 1.73 x 0.98 in)",83,"Mini-SIM","Monochrome graphic",NA,"126 x 64 pixels, 7 lines","V1",NA
"Motorola","StarTAC 130",1998,NA,"94 x 55 x 19 mm (3.70 x 2.17 x 0.75 in)",95,"Mini-SIM","Monochrome graphic",NA,"4 x 15 chars","V1",NA
"Motorola","StarTAC 85",1997,NA,"98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in)",112,"Mini-SIM","Monochrome graphic",NA,"4 x 15 chars","V1",NA
"Motorola","StarTAC Rainbow",1997,NA,"98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in)",112,"Mini-SIM","Alphanumeric",NA,"2 x 12 chars","V1",NA
"Motorola","StarTAC 75+",1997,NA,"98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in)",112,"Mini-SIM","Alphanumeric",NA,"2 x 12 chars","V1",NA
"Motorola","StarTAC 75",1997,NA,"98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in)",112,"Mini-SIM","Alphanumeric",NA,"2 x 12 chars","V1",NA
"Motorola","SlimLite",1997,NA,"143 x 57 x 16 mm (5.63 x 2.24 x 0.63 in)",141,"Mini-SIM","Monochrome graphic",NA,"4 x 16 chars","V1",NA
"Motorola","cd930",1998,NA,"129 x 55 x 27 mm (5.08 x 2.17 x 1.06 in)",120,"Mini-SIM","Monochrome graphic, Optimax",NA,"96 x 32 pixels, 4 x 12 chars","V1",NA
"Motorola","cd920",1998,NA,"129 x 55 x 27 mm (5.08 x 2.17 x 1.06 in)",120,"Mini-SIM","Monochrome graphic, Optimax",NA,"96 x 32 pixels, 4 x 12 chars","V1",NA
"Motorola","M3188",1999,NA,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170,"Mini-SIM","Monochrome graphic",NA,"96 x 32 pixels, 2 x 12 chars","V1",NA
"Motorola","M3288",1999,NA,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170,"Mini-SIM","Monochrome graphic",NA,"96 x 32 pixels, 4 x 12 chars","V1",NA
"Motorola","M3588",1999,NA,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170,"Mini-SIM","Monochrome graphic",NA,"96 x 32 pixels, 4 x 12 chars","V1",NA
"Motorola","M3688",1999,NA,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170,"Mini-SIM","Monochrome graphic, Optimax",NA,"96 x 32 pixels, 4 lines","V1",NA
"Motorola","M3788",1999,NA,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170,"Mini-SIM","Monochrome graphic, Optimax",NA,"96 x 32 pixels, 4 lines","V1",NA
"Motorola","M3888",1999,NA,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170,"Mini-SIM","Monochrome graphic",NA,"2 x 12 chars","V1",NA
"Motorola","Moto Z4 Force",NA,NA,NA,NA,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","Moto Z4 Play",NA,NA,NA,NA,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.22 inches","1080 x 2340 pixels, 19.5:9 ratio (~414 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Motorola","P40",NA,NA,"160.1 x 71.2 x 8.7 mm (6.30 x 2.80 x 0.34 in)",NA,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","1080 x 2310 pixels (~411 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"NEC","N401i",2005,NA,"90 x 44 x 23 mm, 85 cc (3.54 x 1.73 x 0.91 in)",90,"Mini-SIM","65K colors","1.9 inches","176 x 220 pixels (~148 ppi density)","V1",NA
"NEC","N343i",2005,NA,"109 x 43 x 12.7 mm (4.29 x 1.69 x 0.5 in)",95,"Mini-SIM","CSTN, 65K colors",NA,"128 x 160 pixels","V1",NA
"NEC","N200",2005,NA,"70 x 51 x 18.6 mm (2.76 x 2.01 x 0.73 in)",70,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"NEC","N923",2004,NA,"85 x 54 x 9.5 mm (3.35 x 2.13 x 0.37 in)",70,"Mini-SIM","TFT, 65K colors",NA,"120 x 160 pixels, 4:3 ratio","V1",NA
"NEC","N920",2004,NA,"85 x 54 x 9.6 mm (3.35 x 2.13 x 0.38 in)",70,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"NEC","e338",2004,NA,"93.8 x 47.1 x 23.3 mm, 89 cc (3.69 x 1.85 x 0.92 in)",114,"Mini-SIM","TFT, 65K colors","2.0 inches","176 x 220 pixels (~141 ppi density)","V1",NA
"NEC","e228",2004,NA,"129 x 54 x 21 mm (5.08 x 2.13 x 0.83 in)",125,"Mini-SIM","TFT, 65K colors","2.2 inches","176 x 220 pixels (~128 ppi density)","V1",NA
"NEC","N410i",2004,NA,"101 x 49 x 24 mm, 103 cc (3.98 x 1.93 x 0.94 in)",118,"Mini-SIM","TFT, 65K colors","2.2 inches","240 x 320 pixels, 4:3 ratio (~182 ppi density)","V1",NA
"NEC","N400i",2004,NA,"101 x 49 x 24 mm, 100 cc (3.98 x 1.93 x 0.94 in)",110,"Mini-SIM","65K colors","2.2 inches","240 x 320 pixels, 4:3 ratio (~182 ppi density)","V1",NA
"NEC","N331i",2004,NA,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"NEC","N830",2004,NA,"101 x 49 x 24 mm (3.98 x 1.93 x 0.94 in)",110,"Mini-SIM","TFT, 65K colors","2.2 inches","320 x 240 pixels, 4:3 ratio (~182 ppi density)","V1",NA
"NEC","N820",2003,NA,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110,"Mini-SIM","TFT, 65K colors","2.2 inches","320 x 240 pixels, 4:3 ratio (~182 ppi density)","V1",NA
"NEC","e606",2003,NA,"109 x 53 x 32 mm, 140 cc (4.29 x 2.09 x 1.26 in)",145,"Mini-SIM","TFT, 65K colors",NA,"132 x 160 pixels, 8 lines","V1",NA
"NEC","e232",2003,NA,"90 x 43 x 23 mm, 97 cc (3.54 x 1.69 x 0.91 in)",90,"Mini-SIM","TFT, 65K colors",NA,"128 x 160 pixels","V1",NA
"NEC","DB4100",2000,NA,"120 x 42 x 22 mm, 89 cc (4.72 x 1.65 x 0.87 in)",99,"Mini-SIM","Alphanumeric",NA,"97 x 59 pixels, 5:3 ratio","V1",NA
"NEC","G9D+",1997,NA,"145 x 49 x 22.5 mm (5.71 x 1.93 x 0.89 in)",200,"Mini-SIM","Alphanumeric",NA,"4 x 12 chars","V1",NA
"Neonode","N1m",2005,NA,"88 x 52 x 21 mm (3.46 x 2.05 x 0.83 in)",94,"Mini-SIM","TFT touchscreen, 65K colors","2.2 inches","176 x 220 pixels (~128 ppi density)","V1","Microsoft Windows CE.NET"
"Nokia","C5 Endi",2020,"2020","171.7 x 76.7 x 8.9 mm (6.76 x 3.02 x 0.35 in)",200,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","6.52 inches","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 10"
"Nokia","C2 Tennen",2020,"2020","150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in)",180,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.45 inches","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 10"
"Nokia","C2 Tava",2020,"2020","150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in)",180,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.45 inches","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 10"
"Nokia","150 (2020)",2020,"2020","132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in)",90.5,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches","240 x 320 pixels, 4:3 ratio (~167 ppi density)","V1",NA
"Nokia","125",2020,"2020","132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in)",91.3,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches","240 x 320 pixels, 4:3 ratio (~167 ppi density)","V1",NA
"Nokia","8.3 5G",2020,"2020","171.9 x 78.6 x 9 mm (6.77 x 3.09 x 0.35 in)",220,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.81 inches","1080 x 2400 pixels, 20:9 ratio (~386 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Nokia","5.3",2020,"2020","164.3 x 76.6 x 8.5 mm (6.47 x 3.02 x 0.33 in)",185,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.55 inches","720 x 1600 pixels, 20:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 10"
"Nokia","1.3",2020,"2020","147.3 x 71.2 x 9.4 mm (5.80 x 2.80 x 0.37 in)",155,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 10 (Go edition)"
"Nokia","5310 (2020)",2020,"2020","123.7 x 52.4 x 13.1 mm, 44.8 cc (4.87 x 2.06 x 0.52 in)",88.2,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT","2.4 inches","240 x 320 pixels, 4:3 ratio (~167 ppi density)","V1",NA
"Nokia","2.3",2019,"2019","157.7 x 75.4 x 8.7 mm (6.21 x 2.97 x 0.34 in)",183,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Accelerometer, proximity","Android 9.0 (Pie)"
"Nokia","7.2",2019,"2019","159.9 x 75.2 x 8.3 mm (6.30 x 2.96 x 0.33 in)",180,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Nokia","6.2",2019,"2019","159.9 x 75.1 x 8.3 mm (6.30 x 2.96 x 0.33 in)",180,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Nokia","800 Tough",2019,"2019","145.4 x 62.1 x 16.1 mm (5.72 x 2.44 x 0.63 in)",161,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","TFT, 256K colors","2.4 inches","240 x 320 pixels, 4:3 ratio (~167 ppi density)","V1","KaiOS"
"Nokia","2720 Flip",2019,"2019","192.7 x 54.5 x 11.6 mm (7.59 x 2.15 x 0.46 in)",118,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","TFT, 256K colors","2.8 inches","240 x 320 pixels, 4:3 ratio (~143 ppi density)","V1","KaiOS"
"Nokia","220 4G",2019,"2019","121.3 x 52.9 x 13.4 mm (4.78 x 2.08 x 0.53 in)",86.5,"Single SIM (Nano-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches","240 x 320 pixels, 4:3 ratio (~167 ppi density)","V1",NA
"Nokia","110 (2019)",2019,"2019","115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in)",75,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.77 inches","120 x 160 pixels, 4:3 ratio (~113 ppi density)","V1",NA
"Nokia","105 (2019)",2019,"2019","119 x 49.2 x 14.4 mm (4.69 x 1.94 x 0.57 in)",73,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.77 inches","120 x 160 pixels, 4:3 ratio (~113 ppi density)","V1",NA
"Nokia","3.1 C",2019,"2019","152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in)",156,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.45 inches","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, gyro, proximity","Android 9.0 (Pie)"
"Nokia","3.1 A",2019,"2019","152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in)",156,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.45 inches","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, gyro, proximity","Android 9.0 (Pie)"
